"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C02","Recorded crime rate","2023","2023","08","Theft and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","312"
"RCD06C02","Recorded crime rate","2023","2023","09","Fraud, Deception and Related Offences","20","North Western Region","Number","208"
"RCD06C02","Recorded crime rate","2023","2023","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","205"
"RCD06C02","Recorded crime rate","2023","2023","09","Fraud, Deception and Related Offences","40","Southern Region","Number","196"
"RCD06C02","Recorded crime rate","2023","2023","09","Fraud, Deception and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","441"
"RCD06C02","Recorded crime rate","2023","2023","10","Controlled Drug Offences","20","North Western Region","Number","201"
"RCD06C02","Recorded crime rate","2023","2023","10","Controlled Drug Offences","30","Eastern Region","Number","335"
"RCD06C02","Recorded crime rate","2023","2023","10","Controlled Drug Offences","40","Southern Region","Number","296"
"RCD06C02","Recorded crime rate","2023","2023","10","Controlled Drug Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","82"
"RCD06C02","Recorded crime rate","2023","2023","11","Weapons and Explosives Offences","20","North Western Region","Number","39"
"RCD06C02","Recorded crime rate","2023","2023","11","Weapons and Explosives Offences","30","Eastern Region","Number","38"
"RCD06C02","Recorded crime rate","2023","2023","11","Weapons and Explosives Offences","40","Southern Region","Number","45"
"RCD06C02","Recorded crime rate","2023","2023","11","Weapons and Explosives Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","608"
"RCD06C02","Recorded crime rate","2023","2023","12","Damage to Property and to the Environment","20","North Western Region","Number","344"
"RCD06C02","Recorded crime rate","2023","2023","12","Damage to Property and to the Environment","30","Eastern Region","Number","348"
"RCD06C02","Recorded crime rate","2023","2023","12","Damage to Property and to the Environment","40","Southern Region","Number","365"
"RCD06C02","Recorded crime rate","2023","2023","12","Damage to Property and to the Environment","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","684"
"RCD06C02","Recorded crime rate","2023","2023","13","Public Order and other Social Code Offences","20","North Western Region","Number","516"
"RCD06C02","Recorded crime rate","2023","2023","13","Public Order and other Social Code Offences","30","Eastern Region","Number","422"
"RCD06C02","Recorded crime rate","2023","2023","13","Public Order and other Social Code Offences","40","Southern Region","Number","546"
"RCD06C02","Recorded crime rate","2023","2023","13","Public Order and other Social Code Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","592"
"RCD06C02","Recorded crime rate","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","131"
"RCD06C02","Recorded crime rate","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","170"
"RCD06C02","Recorded crime rate","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","201"
"RCD06C02","Recorded crime rate","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number",""
"RCD06C03","Detected crimes","2018","2018","01","Homicide Offences","10","Dublin Metropolitan Region","Number","18"
"RCD06C03","Detected crimes","2018","2018","01","Homicide Offences","20","North Western Region","Number","21"
"RCD06C03","Detected crimes","2018","2018","01","Homicide Offences","30","Eastern Region","Number","14"
"RCD06C03","Detected crimes","2018","2018","01","Homicide Offences","40","Southern Region","Number","19"
"RCD06C03","Detected crimes","2018","2018","01","Homicide Offences","IE0","State","Number","72"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","10","Dublin Metropolitan Region","Number","238"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","20","North Western Region","Number","185"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","30","Eastern Region","Number","241"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","40","Southern Region","Number","182"
"RCD06C03","Detected crimes","2018","2018","02","Sexual Offences","IE0","State","Number","846"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1576"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1784"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1821"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1917"
"RCD06C03","Detected crimes","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7098"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1472"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","20","North Western Region","Number","1858"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1971"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","40","Southern Region","Number","1938"
"RCD06C03","Detected crimes","2018","2018","04","Dangerous or Negligent Acts","IE0","State","Number","7239"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","12"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","20","North Western Region","Number","17"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","30","Eastern Region","Number","10"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","40","Southern Region","Number","13"
"RCD06C03","Detected crimes","2018","2018","05","Kidnapping and Related Offences","IE0","State","Number","52"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","480"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","71"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","97"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","119"
"RCD06C03","Detected crimes","2018","2018","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","767"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1205"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","20","North Western Region","Number","567"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","30","Eastern Region","Number","636"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","40","Southern Region","Number","665"
"RCD06C03","Detected crimes","2018","2018","07","Burglary and Related Offences","IE0","State","Number","3073"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","10996"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","20","North Western Region","Number","2883"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","30","Eastern Region","Number","4385"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","40","Southern Region","Number","5199"
"RCD06C03","Detected crimes","2018","2018","08","Theft and Related Offences","IE0","State","Number","23463"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","774"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","20","North Western Region","Number","363"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","356"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","40","Southern Region","Number","336"
"RCD06C03","Detected crimes","2018","2018","09","Fraud, Deception and Related Offences","IE0","State","Number","1829"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6155"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","20","North Western Region","Number","2013"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","30","Eastern Region","Number","4814"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","40","Southern Region","Number","3889"
"RCD06C03","Detected crimes","2018","2018","10","Controlled Drug Offences","IE0","State","Number","16871"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","929"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","20","North Western Region","Number","273"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","30","Eastern Region","Number","351"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","40","Southern Region","Number","371"
"RCD06C03","Detected crimes","2018","2018","11","Weapons and Explosives Offences","IE0","State","Number","1924"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1410"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","20","North Western Region","Number","868"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","30","Eastern Region","Number","1011"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","40","Southern Region","Number","1104"
"RCD06C03","Detected crimes","2018","2018","12","Damage to Property and to the Environment","IE0","State","Number","4393"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8403"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","20","North Western Region","Number","5996"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4954"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","40","Southern Region","Number","7589"
"RCD06C03","Detected crimes","2018","2018","13","Public Order and other Social Code Offences","IE0","State","Number","26942"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","5535"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","890"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1300"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1632"
"RCD06C03","Detected crimes","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","9357"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","10","Dublin Metropolitan Region","Number","18"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","20","North Western Region","Number","10"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","30","Eastern Region","Number","8"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","40","Southern Region","Number","16"
"RCD06C03","Detected crimes","2019","2019","01","Homicide Offences","IE0","State","Number","52"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","10","Dublin Metropolitan Region","Number","242"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","20","North Western Region","Number","187"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","30","Eastern Region","Number","225"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","40","Southern Region","Number","227"
"RCD06C03","Detected crimes","2019","2019","02","Sexual Offences","IE0","State","Number","881"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1742"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","2071"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1944"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","2110"
"RCD06C03","Detected crimes","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7867"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1651"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","20","North Western Region","Number","1943"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","30","Eastern Region","Number","2045"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","40","Southern Region","Number","1984"
"RCD06C03","Detected crimes","2019","2019","04","Dangerous or Negligent Acts","IE0","State","Number","7623"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","12"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","20","North Western Region","Number","9"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","30","Eastern Region","Number","9"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","40","Southern Region","Number","10"
"RCD06C03","Detected crimes","2019","2019","05","Kidnapping and Related Offences","IE0","State","Number","40"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","446"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","89"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","111"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","135"
"RCD06C03","Detected crimes","2019","2019","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","781"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1069"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","20","North Western Region","Number","463"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","30","Eastern Region","Number","642"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","40","Southern Region","Number","588"
"RCD06C03","Detected crimes","2019","2019","07","Burglary and Related Offences","IE0","State","Number","2762"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","10983"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","20","North Western Region","Number","2967"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","30","Eastern Region","Number","4754"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","40","Southern Region","Number","4829"
"RCD06C03","Detected crimes","2019","2019","08","Theft and Related Offences","IE0","State","Number","23533"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","859"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","20","North Western Region","Number","412"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","448"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","40","Southern Region","Number","467"
"RCD06C03","Detected crimes","2019","2019","09","Fraud, Deception and Related Offences","IE0","State","Number","2186"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","7728"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","20","North Western Region","Number","2599"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","30","Eastern Region","Number","5612"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","40","Southern Region","Number","4081"
"RCD06C03","Detected crimes","2019","2019","10","Controlled Drug Offences","IE0","State","Number","20020"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","979"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","20","North Western Region","Number","324"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","30","Eastern Region","Number","348"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","40","Southern Region","Number","421"
"RCD06C03","Detected crimes","2019","2019","11","Weapons and Explosives Offences","IE0","State","Number","2072"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1540"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","20","North Western Region","Number","1077"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","30","Eastern Region","Number","1039"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","40","Southern Region","Number","1125"
"RCD06C03","Detected crimes","2019","2019","12","Damage to Property and to the Environment","IE0","State","Number","4781"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8839"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","20","North Western Region","Number","6455"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","30","Eastern Region","Number","5276"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","40","Southern Region","Number","7138"
"RCD06C03","Detected crimes","2019","2019","13","Public Order and other Social Code Offences","IE0","State","Number","27708"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","5876"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1055"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1326"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1435"
"RCD06C03","Detected crimes","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","9692"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","10","Dublin Metropolitan Region","Number","20"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","20","North Western Region","Number","9"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","30","Eastern Region","Number","16"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","40","Southern Region","Number","16"
"RCD06C03","Detected crimes","2020","2020","01","Homicide Offences","IE0","State","Number","61"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","10","Dublin Metropolitan Region","Number","221"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","20","North Western Region","Number","122"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","30","Eastern Region","Number","265"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","40","Southern Region","Number","189"
"RCD06C03","Detected crimes","2020","2020","02","Sexual Offences","IE0","State","Number","797"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","2072"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1786"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","1939"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1808"
"RCD06C03","Detected crimes","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7605"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","2093"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","20","North Western Region","Number","1908"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1901"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","40","Southern Region","Number","1782"
"RCD06C03","Detected crimes","2020","2020","04","Dangerous or Negligent Acts","IE0","State","Number","7684"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","27"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","20","North Western Region","Number","18"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","30","Eastern Region","Number","9"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","40","Southern Region","Number","14"
"RCD06C03","Detected crimes","2020","2020","05","Kidnapping and Related Offences","IE0","State","Number","68"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","420"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","49"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","101"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","101"
"RCD06C03","Detected crimes","2020","2020","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","671"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","1194"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","20","North Western Region","Number","376"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","30","Eastern Region","Number","507"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","40","Southern Region","Number","563"
"RCD06C03","Detected crimes","2020","2020","07","Burglary and Related Offences","IE0","State","Number","2640"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","9139"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","20","North Western Region","Number","2426"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","30","Eastern Region","Number","3584"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","40","Southern Region","Number","4231"
"RCD06C03","Detected crimes","2020","2020","08","Theft and Related Offences","IE0","State","Number","19380"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","812"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","20","North Western Region","Number","388"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","439"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","40","Southern Region","Number","430"
"RCD06C03","Detected crimes","2020","2020","09","Fraud, Deception and Related Offences","IE0","State","Number","2069"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","8875"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","20","North Western Region","Number","3079"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","30","Eastern Region","Number","4705"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","40","Southern Region","Number","4799"
"RCD06C03","Detected crimes","2020","2020","10","Controlled Drug Offences","IE0","State","Number","21458"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1104"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","20","North Western Region","Number","383"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","30","Eastern Region","Number","454"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","40","Southern Region","Number","504"
"RCD06C03","Detected crimes","2020","2020","11","Weapons and Explosives Offences","IE0","State","Number","2445"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1784"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","20","North Western Region","Number","916"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","30","Eastern Region","Number","1144"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","40","Southern Region","Number","1034"
"RCD06C03","Detected crimes","2020","2020","12","Damage to Property and to the Environment","IE0","State","Number","4878"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","9906"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","20","North Western Region","Number","4822"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4333"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","40","Southern Region","Number","6099"
"RCD06C03","Detected crimes","2020","2020","13","Public Order and other Social Code Offences","IE0","State","Number","25160"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","3294"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","912"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1192"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1208"
"RCD06C03","Detected crimes","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","6606"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","10","Dublin Metropolitan Region","Number","17"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","20","North Western Region","Number","10"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","30","Eastern Region","Number","11"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","40","Southern Region","Number","12"
"RCD06C03","Detected crimes","2021","2021","01","Homicide Offences","IE0","State","Number","50"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","10","Dublin Metropolitan Region","Number","233"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","20","North Western Region","Number","141"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","30","Eastern Region","Number","255"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","40","Southern Region","Number","189"
"RCD06C03","Detected crimes","2021","2021","02","Sexual Offences","IE0","State","Number","818"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1775"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1754"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","2000"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1796"
"RCD06C03","Detected crimes","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7325"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1799"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","20","North Western Region","Number","1932"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1825"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","40","Southern Region","Number","1668"
"RCD06C03","Detected crimes","2021","2021","04","Dangerous or Negligent Acts","IE0","State","Number","7224"
