statistic,statistic_label,tlist(a1),year,c02480v03003,type_of_offence,c02479v04377,garda_region,unit,value
RCD06C03,Detected crimes,2018,2018,4,Dangerous or Negligent Acts,30,Eastern Region,Number,1971.0
RCD06C03,Detected crimes,2018,2018,4,Dangerous or Negligent Acts,40,Southern Region,Number,1938.0
RCD06C03,Detected crimes,2018,2018,4,Dangerous or Negligent Acts,IE0,State,Number,7239.0
RCD06C03,Detected crimes,2018,2018,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,12.0
RCD06C03,Detected crimes,2018,2018,5,Kidnapping and Related Offences,20,North Western Region,Number,17.0
RCD06C03,Detected crimes,2018,2018,5,Kidnapping and Related Offences,30,Eastern Region,Number,10.0
RCD06C03,Detected crimes,2018,2018,5,Kidnapping and Related Offences,40,Southern Region,Number,13.0
RCD06C03,Detected crimes,2018,2018,5,Kidnapping and Related Offences,IE0,State,Number,52.0
RCD06C03,Detected crimes,2018,2018,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,480.0
RCD06C03,Detected crimes,2018,2018,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,71.0
RCD06C03,Detected crimes,2018,2018,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,97.0
RCD06C03,Detected crimes,2018,2018,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,119.0
RCD06C03,Detected crimes,2018,2018,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,767.0
RCD06C03,Detected crimes,2018,2018,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,1205.0
RCD06C03,Detected crimes,2018,2018,7,Burglary and Related Offences,20,North Western Region,Number,567.0
RCD06C03,Detected crimes,2018,2018,7,Burglary and Related Offences,30,Eastern Region,Number,636.0
RCD06C03,Detected crimes,2018,2018,7,Burglary and Related Offences,40,Southern Region,Number,665.0
RCD06C03,Detected crimes,2018,2018,7,Burglary and Related Offences,IE0,State,Number,3073.0
RCD06C03,Detected crimes,2018,2018,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,10996.0
RCD06C03,Detected crimes,2018,2018,8,Theft and Related Offences,20,North Western Region,Number,2883.0
RCD06C03,Detected crimes,2018,2018,8,Theft and Related Offences,30,Eastern Region,Number,4385.0
RCD06C03,Detected crimes,2018,2018,8,Theft and Related Offences,40,Southern Region,Number,5199.0
RCD06C03,Detected crimes,2018,2018,8,Theft and Related Offences,IE0,State,Number,23463.0
RCD06C03,Detected crimes,2018,2018,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,774.0
RCD06C03,Detected crimes,2018,2018,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,363.0
RCD06C03,Detected crimes,2018,2018,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,356.0
RCD06C03,Detected crimes,2018,2018,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,336.0
RCD06C03,Detected crimes,2018,2018,9,"Fraud, Deception and Related Offences",IE0,State,Number,1829.0
RCD06C03,Detected crimes,2018,2018,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,6155.0
RCD06C03,Detected crimes,2018,2018,10,Controlled Drug Offences,20,North Western Region,Number,2013.0
RCD06C03,Detected crimes,2018,2018,10,Controlled Drug Offences,30,Eastern Region,Number,4814.0
RCD06C03,Detected crimes,2018,2018,10,Controlled Drug Offences,40,Southern Region,Number,3889.0
RCD06C03,Detected crimes,2018,2018,10,Controlled Drug Offences,IE0,State,Number,16871.0
RCD06C03,Detected crimes,2018,2018,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,929.0
RCD06C03,Detected crimes,2018,2018,11,Weapons and Explosives Offences,20,North Western Region,Number,273.0
RCD06C03,Detected crimes,2018,2018,11,Weapons and Explosives Offences,30,Eastern Region,Number,351.0
RCD06C03,Detected crimes,2018,2018,11,Weapons and Explosives Offences,40,Southern Region,Number,371.0
RCD06C03,Detected crimes,2018,2018,11,Weapons and Explosives Offences,IE0,State,Number,1924.0
RCD06C03,Detected crimes,2018,2018,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,1410.0
RCD06C03,Detected crimes,2018,2018,12,Damage to Property and to the Environment,20,North Western Region,Number,868.0
RCD06C03,Detected crimes,2018,2018,12,Damage to Property and to the Environment,30,Eastern Region,Number,1011.0
RCD06C03,Detected crimes,2018,2018,12,Damage to Property and to the Environment,40,Southern Region,Number,1104.0
RCD06C03,Detected crimes,2018,2018,12,Damage to Property and to the Environment,IE0,State,Number,4393.0
RCD06C03,Detected crimes,2018,2018,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,8403.0
RCD06C03,Detected crimes,2018,2018,13,Public Order and other Social Code Offences,20,North Western Region,Number,5996.0
RCD06C03,Detected crimes,2018,2018,13,Public Order and other Social Code Offences,30,Eastern Region,Number,4954.0
RCD06C03,Detected crimes,2018,2018,13,Public Order and other Social Code Offences,40,Southern Region,Number,7589.0
RCD06C03,Detected crimes,2018,2018,13,Public Order and other Social Code Offences,IE0,State,Number,26942.0
RCD06C03,Detected crimes,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,5535.0
RCD06C03,Detected crimes,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,890.0
RCD06C03,Detected crimes,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,1300.0
RCD06C03,Detected crimes,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,1632.0
RCD06C03,Detected crimes,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,9357.0
RCD06C03,Detected crimes,2019,2019,1,Homicide Offences,10,Dublin Metropolitan Region,Number,18.0
RCD06C03,Detected crimes,2019,2019,1,Homicide Offences,20,North Western Region,Number,10.0
RCD06C03,Detected crimes,2019,2019,1,Homicide Offences,30,Eastern Region,Number,8.0
RCD06C03,Detected crimes,2019,2019,1,Homicide Offences,40,Southern Region,Number,16.0
RCD06C03,Detected crimes,2019,2019,1,Homicide Offences,IE0,State,Number,52.0
RCD06C03,Detected crimes,2019,2019,2,Sexual Offences,10,Dublin Metropolitan Region,Number,242.0
RCD06C03,Detected crimes,2019,2019,2,Sexual Offences,20,North Western Region,Number,187.0
RCD06C03,Detected crimes,2019,2019,2,Sexual Offences,30,Eastern Region,Number,225.0
RCD06C03,Detected crimes,2019,2019,2,Sexual Offences,40,Southern Region,Number,227.0
RCD06C03,Detected crimes,2019,2019,2,Sexual Offences,IE0,State,Number,881.0
RCD06C03,Detected crimes,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,1742.0
RCD06C03,Detected crimes,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,2071.0
RCD06C03,Detected crimes,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,1944.0
RCD06C03,Detected crimes,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,2110.0
RCD06C03,Detected crimes,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,7867.0
RCD06C03,Detected crimes,2019,2019,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,1651.0
RCD06C03,Detected crimes,2019,2019,4,Dangerous or Negligent Acts,20,North Western Region,Number,1943.0
RCD06C03,Detected crimes,2019,2019,4,Dangerous or Negligent Acts,30,Eastern Region,Number,2045.0
RCD06C03,Detected crimes,2019,2019,4,Dangerous or Negligent Acts,40,Southern Region,Number,1984.0
RCD06C03,Detected crimes,2019,2019,4,Dangerous or Negligent Acts,IE0,State,Number,7623.0
RCD06C03,Detected crimes,2019,2019,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,12.0
RCD06C03,Detected crimes,2019,2019,5,Kidnapping and Related Offences,20,North Western Region,Number,9.0
RCD06C03,Detected crimes,2019,2019,5,Kidnapping and Related Offences,30,Eastern Region,Number,9.0
RCD06C03,Detected crimes,2019,2019,5,Kidnapping and Related Offences,40,Southern Region,Number,10.0
RCD06C03,Detected crimes,2019,2019,5,Kidnapping and Related Offences,IE0,State,Number,40.0
RCD06C03,Detected crimes,2019,2019,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,446.0
RCD06C03,Detected crimes,2019,2019,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,89.0
RCD06C03,Detected crimes,2019,2019,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,111.0
RCD06C03,Detected crimes,2019,2019,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,135.0
RCD06C03,Detected crimes,2019,2019,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,781.0
RCD06C03,Detected crimes,2019,2019,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,1069.0
RCD06C03,Detected crimes,2019,2019,7,Burglary and Related Offences,20,North Western Region,Number,463.0
RCD06C03,Detected crimes,2019,2019,7,Burglary and Related Offences,30,Eastern Region,Number,642.0
RCD06C03,Detected crimes,2019,2019,7,Burglary and Related Offences,40,Southern Region,Number,588.0
RCD06C03,Detected crimes,2019,2019,7,Burglary and Related Offences,IE0,State,Number,2762.0
RCD06C03,Detected crimes,2019,2019,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,10983.0
RCD06C03,Detected crimes,2019,2019,8,Theft and Related Offences,20,North Western Region,Number,2967.0
RCD06C03,Detected crimes,2019,2019,8,Theft and Related Offences,30,Eastern Region,Number,4754.0
RCD06C03,Detected crimes,2019,2019,8,Theft and Related Offences,40,Southern Region,Number,4829.0
RCD06C03,Detected crimes,2019,2019,8,Theft and Related Offences,IE0,State,Number,23533.0
RCD06C03,Detected crimes,2019,2019,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,859.0
RCD06C03,Detected crimes,2019,2019,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,412.0
RCD06C03,Detected crimes,2019,2019,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,448.0
RCD06C03,Detected crimes,2019,2019,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,467.0
RCD06C03,Detected crimes,2019,2019,9,"Fraud, Deception and Related Offences",IE0,State,Number,2186.0
RCD06C03,Detected crimes,2019,2019,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,7728.0
RCD06C03,Detected crimes,2019,2019,10,Controlled Drug Offences,20,North Western Region,Number,2599.0
RCD06C03,Detected crimes,2019,2019,10,Controlled Drug Offences,30,Eastern Region,Number,5612.0
RCD06C03,Detected crimes,2019,2019,10,Controlled Drug Offences,40,Southern Region,Number,4081.0
RCD06C03,Detected crimes,2019,2019,10,Controlled Drug Offences,IE0,State,Number,20020.0
RCD06C03,Detected crimes,2019,2019,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,979.0
RCD06C03,Detected crimes,2019,2019,11,Weapons and Explosives Offences,20,North Western Region,Number,324.0
RCD06C03,Detected crimes,2019,2019,11,Weapons and Explosives Offences,30,Eastern Region,Number,348.0
RCD06C03,Detected crimes,2019,2019,11,Weapons and Explosives Offences,40,Southern Region,Number,421.0
RCD06C03,Detected crimes,2019,2019,11,Weapons and Explosives Offences,IE0,State,Number,2072.0
RCD06C03,Detected crimes,2019,2019,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,1540.0
RCD06C03,Detected crimes,2019,2019,12,Damage to Property and to the Environment,20,North Western Region,Number,1077.0
RCD06C03,Detected crimes,2019,2019,12,Damage to Property and to the Environment,30,Eastern Region,Number,1039.0
RCD06C03,Detected crimes,2019,2019,12,Damage to Property and to the Environment,40,Southern Region,Number,1125.0
RCD06C03,Detected crimes,2019,2019,12,Damage to Property and to the Environment,IE0,State,Number,4781.0
RCD06C03,Detected crimes,2019,2019,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,8839.0
RCD06C03,Detected crimes,2019,2019,13,Public Order and other Social Code Offences,20,North Western Region,Number,6455.0
RCD06C03,Detected crimes,2019,2019,13,Public Order and other Social Code Offences,30,Eastern Region,Number,5276.0
RCD06C03,Detected crimes,2019,2019,13,Public Order and other Social Code Offences,40,Southern Region,Number,7138.0
RCD06C03,Detected crimes,2019,2019,13,Public Order and other Social Code Offences,IE0,State,Number,27708.0
RCD06C03,Detected crimes,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,5876.0
RCD06C03,Detected crimes,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,1055.0
RCD06C03,Detected crimes,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,1326.0
RCD06C03,Detected crimes,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,1435.0
RCD06C03,Detected crimes,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,9692.0
RCD06C03,Detected crimes,2020,2020,1,Homicide Offences,10,Dublin Metropolitan Region,Number,20.0
RCD06C03,Detected crimes,2020,2020,1,Homicide Offences,20,North Western Region,Number,9.0
RCD06C03,Detected crimes,2020,2020,1,Homicide Offences,30,Eastern Region,Number,16.0
RCD06C03,Detected crimes,2020,2020,1,Homicide Offences,40,Southern Region,Number,16.0
RCD06C03,Detected crimes,2020,2020,1,Homicide Offences,IE0,State,Number,61.0
RCD06C03,Detected crimes,2020,2020,2,Sexual Offences,10,Dublin Metropolitan Region,Number,221.0
RCD06C03,Detected crimes,2020,2020,2,Sexual Offences,20,North Western Region,Number,122.0
RCD06C03,Detected crimes,2020,2020,2,Sexual Offences,30,Eastern Region,Number,265.0
RCD06C03,Detected crimes,2020,2020,2,Sexual Offences,40,Southern Region,Number,189.0
RCD06C03,Detected crimes,2020,2020,2,Sexual Offences,IE0,State,Number,797.0
RCD06C03,Detected crimes,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,2072.0
RCD06C03,Detected crimes,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,1786.0
RCD06C03,Detected crimes,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,1939.0
RCD06C03,Detected crimes,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,1808.0
RCD06C03,Detected crimes,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,7605.0
RCD06C03,Detected crimes,2020,2020,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,2093.0
RCD06C03,Detected crimes,2020,2020,4,Dangerous or Negligent Acts,20,North Western Region,Number,1908.0
RCD06C03,Detected crimes,2020,2020,4,Dangerous or Negligent Acts,30,Eastern Region,Number,1901.0
RCD06C03,Detected crimes,2020,2020,4,Dangerous or Negligent Acts,40,Southern Region,Number,1782.0
RCD06C03,Detected crimes,2020,2020,4,Dangerous or Negligent Acts,IE0,State,Number,7684.0
RCD06C03,Detected crimes,2020,2020,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,27.0
RCD06C03,Detected crimes,2020,2020,5,Kidnapping and Related Offences,20,North Western Region,Number,18.0
RCD06C03,Detected crimes,2020,2020,5,Kidnapping and Related Offences,30,Eastern Region,Number,9.0
RCD06C03,Detected crimes,2020,2020,5,Kidnapping and Related Offences,40,Southern Region,Number,14.0
RCD06C03,Detected crimes,2020,2020,5,Kidnapping and Related Offences,IE0,State,Number,68.0
RCD06C03,Detected crimes,2020,2020,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,420.0
RCD06C03,Detected crimes,2020,2020,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,49.0
RCD06C03,Detected crimes,2020,2020,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,101.0
RCD06C03,Detected crimes,2020,2020,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,101.0
RCD06C03,Detected crimes,2020,2020,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,671.0
RCD06C03,Detected crimes,2020,2020,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,1194.0
RCD06C03,Detected crimes,2020,2020,7,Burglary and Related Offences,20,North Western Region,Number,376.0
RCD06C03,Detected crimes,2020,2020,7,Burglary and Related Offences,30,Eastern Region,Number,507.0
RCD06C03,Detected crimes,2020,2020,7,Burglary and Related Offences,40,Southern Region,Number,563.0
RCD06C03,Detected crimes,2020,2020,7,Burglary and Related Offences,IE0,State,Number,2640.0
RCD06C03,Detected crimes,2020,2020,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,9139.0
RCD06C03,Detected crimes,2020,2020,8,Theft and Related Offences,20,North Western Region,Number,2426.0
RCD06C03,Detected crimes,2020,2020,8,Theft and Related Offences,30,Eastern Region,Number,3584.0
RCD06C03,Detected crimes,2020,2020,8,Theft and Related Offences,40,Southern Region,Number,4231.0
RCD06C03,Detected crimes,2020,2020,8,Theft and Related Offences,IE0,State,Number,19380.0
RCD06C03,Detected crimes,2020,2020,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,812.0
RCD06C03,Detected crimes,2020,2020,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,388.0
RCD06C03,Detected crimes,2020,2020,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,439.0
RCD06C03,Detected crimes,2020,2020,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,430.0
RCD06C03,Detected crimes,2020,2020,9,"Fraud, Deception and Related Offences",IE0,State,Number,2069.0
RCD06C03,Detected crimes,2020,2020,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,8875.0
RCD06C03,Detected crimes,2020,2020,10,Controlled Drug Offences,20,North Western Region,Number,3079.0
RCD06C03,Detected crimes,2020,2020,10,Controlled Drug Offences,30,Eastern Region,Number,4705.0
RCD06C03,Detected crimes,2020,2020,10,Controlled Drug Offences,40,Southern Region,Number,4799.0
RCD06C03,Detected crimes,2020,2020,10,Controlled Drug Offences,IE0,State,Number,21458.0
RCD06C03,Detected crimes,2020,2020,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,1104.0
RCD06C03,Detected crimes,2020,2020,11,Weapons and Explosives Offences,20,North Western Region,Number,383.0
RCD06C03,Detected crimes,2020,2020,11,Weapons and Explosives Offences,30,Eastern Region,Number,454.0
RCD06C03,Detected crimes,2020,2020,11,Weapons and Explosives Offences,40,Southern Region,Number,504.0
RCD06C03,Detected crimes,2020,2020,11,Weapons and Explosives Offences,IE0,State,Number,2445.0
RCD06C03,Detected crimes,2020,2020,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,1784.0
RCD06C03,Detected crimes,2020,2020,12,Damage to Property and to the Environment,20,North Western Region,Number,916.0
RCD06C03,Detected crimes,2020,2020,12,Damage to Property and to the Environment,30,Eastern Region,Number,1144.0
RCD06C03,Detected crimes,2020,2020,12,Damage to Property and to the Environment,40,Southern Region,Number,1034.0
RCD06C03,Detected crimes,2020,2020,12,Damage to Property and to the Environment,IE0,State,Number,4878.0
RCD06C03,Detected crimes,2020,2020,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,9906.0
RCD06C03,Detected crimes,2020,2020,13,Public Order and other Social Code Offences,20,North Western Region,Number,4822.0
RCD06C03,Detected crimes,2020,2020,13,Public Order and other Social Code Offences,30,Eastern Region,Number,4333.0
RCD06C03,Detected crimes,2020,2020,13,Public Order and other Social Code Offences,40,Southern Region,Number,6099.0
RCD06C03,Detected crimes,2020,2020,13,Public Order and other Social Code Offences,IE0,State,Number,25160.0
RCD06C03,Detected crimes,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,3294.0
RCD06C03,Detected crimes,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,912.0
RCD06C03,Detected crimes,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,1192.0
RCD06C03,Detected crimes,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,1208.0
RCD06C03,Detected crimes,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,6606.0
RCD06C03,Detected crimes,2021,2021,1,Homicide Offences,10,Dublin Metropolitan Region,Number,17.0
RCD06C03,Detected crimes,2021,2021,1,Homicide Offences,20,North Western Region,Number,10.0
RCD06C03,Detected crimes,2021,2021,1,Homicide Offences,30,Eastern Region,Number,11.0
RCD06C03,Detected crimes,2021,2021,1,Homicide Offences,40,Southern Region,Number,12.0
RCD06C03,Detected crimes,2021,2021,1,Homicide Offences,IE0,State,Number,50.0
RCD06C03,Detected crimes,2021,2021,2,Sexual Offences,10,Dublin Metropolitan Region,Number,233.0
RCD06C03,Detected crimes,2021,2021,2,Sexual Offences,20,North Western Region,Number,141.0
RCD06C03,Detected crimes,2021,2021,2,Sexual Offences,30,Eastern Region,Number,255.0
RCD06C03,Detected crimes,2021,2021,2,Sexual Offences,40,Southern Region,Number,189.0
RCD06C03,Detected crimes,2021,2021,2,Sexual Offences,IE0,State,Number,818.0
RCD06C03,Detected crimes,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,1775.0
RCD06C03,Detected crimes,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,1754.0
RCD06C03,Detected crimes,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,2000.0
RCD06C03,Detected crimes,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,1796.0
RCD06C03,Detected crimes,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,7325.0
RCD06C03,Detected crimes,2021,2021,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,1799.0
RCD06C03,Detected crimes,2021,2021,4,Dangerous or Negligent Acts,20,North Western Region,Number,1932.0
RCD06C03,Detected crimes,2021,2021,4,Dangerous or Negligent Acts,30,Eastern Region,Number,1825.0
RCD06C03,Detected crimes,2021,2021,4,Dangerous or Negligent Acts,40,Southern Region,Number,1668.0
RCD06C03,Detected crimes,2021,2021,4,Dangerous or Negligent Acts,IE0,State,Number,7224.0
RCD06C03,Detected crimes,2021,2021,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,15.0
RCD06C03,Detected crimes,2021,2021,5,Kidnapping and Related Offences,20,North Western Region,Number,12.0
RCD06C03,Detected crimes,2021,2021,5,Kidnapping and Related Offences,30,Eastern Region,Number,21.0
RCD06C03,Detected crimes,2021,2021,5,Kidnapping and Related Offences,40,Southern Region,Number,17.0
RCD06C03,Detected crimes,2021,2021,5,Kidnapping and Related Offences,IE0,State,Number,65.0
RCD06C03,Detected crimes,2021,2021,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,322.0
RCD06C03,Detected crimes,2021,2021,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,35.0
RCD06C03,Detected crimes,2021,2021,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,86.0
RCD06C03,Detected crimes,2021,2021,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,82.0
RCD06C03,Detected crimes,2021,2021,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,525.0
RCD06C03,Detected crimes,2021,2021,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,756.0
RCD06C03,Detected crimes,2021,2021,7,Burglary and Related Offences,20,North Western Region,Number,239.0
RCD06C03,Detected crimes,2021,2021,7,Burglary and Related Offences,30,Eastern Region,Number,437.0
RCD06C03,Detected crimes,2021,2021,7,Burglary and Related Offences,40,Southern Region,Number,419.0
RCD06C03,Detected crimes,2021,2021,7,Burglary and Related Offences,IE0,State,Number,1851.0
RCD06C03,Detected crimes,2021,2021,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,7734.0
RCD06C03,Detected crimes,2021,2021,8,Theft and Related Offences,20,North Western Region,Number,1893.0
RCD06C03,Detected crimes,2021,2021,8,Theft and Related Offences,30,Eastern Region,Number,3260.0
RCD06C03,Detected crimes,2021,2021,8,Theft and Related Offences,40,Southern Region,Number,3389.0
RCD06C03,Detected crimes,2021,2021,8,Theft and Related Offences,IE0,State,Number,16276.0
RCD06C03,Detected crimes,2021,2021,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,631.0
RCD06C03,Detected crimes,2021,2021,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,283.0
RCD06C03,Detected crimes,2021,2021,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,343.0
RCD06C03,Detected crimes,2021,2021,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,331.0
RCD06C03,Detected crimes,2021,2021,9,"Fraud, Deception and Related Offences",IE0,State,Number,1588.0
RCD06C03,Detected crimes,2021,2021,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,6752.0
RCD06C03,Detected crimes,2021,2021,10,Controlled Drug Offences,20,North Western Region,Number,2500.0
RCD06C03,Detected crimes,2021,2021,10,Controlled Drug Offences,30,Eastern Region,Number,4318.0
RCD06C03,Detected crimes,2021,2021,10,Controlled Drug Offences,40,Southern Region,Number,4539.0
RCD06C03,Detected crimes,2021,2021,10,Controlled Drug Offences,IE0,State,Number,18109.0
RCD06C03,Detected crimes,2021,2021,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,908.0
RCD06C03,Detected crimes,2021,2021,11,Weapons and Explosives Offences,20,North Western Region,Number,298.0
RCD06C03,Detected crimes,2021,2021,11,Weapons and Explosives Offences,30,Eastern Region,Number,320.0
RCD06C03,Detected crimes,2021,2021,11,Weapons and Explosives Offences,40,Southern Region,Number,386.0
RCD06C03,Detected crimes,2021,2021,11,Weapons and Explosives Offences,IE0,State,Number,1912.0
RCD06C03,Detected crimes,2021,2021,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,1601.0
RCD06C03,Detected crimes,2021,2021,12,Damage to Property and to the Environment,20,North Western Region,Number,822.0
RCD06C03,Detected crimes,2021,2021,12,Damage to Property and to the Environment,30,Eastern Region,Number,951.0
RCD06C03,Detected crimes,2021,2021,12,Damage to Property and to the Environment,40,Southern Region,Number,1047.0
RCD06C03,Detected crimes,2021,2021,12,Damage to Property and to the Environment,IE0,State,Number,4421.0
RCD06C03,Detected crimes,2021,2021,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,8650.0
RCD06C03,Detected crimes,2021,2021,13,Public Order and other Social Code Offences,20,North Western Region,Number,4808.0
RCD06C03,Detected crimes,2021,2021,13,Public Order and other Social Code Offences,30,Eastern Region,Number,4511.0
RCD06C03,Detected crimes,2021,2021,13,Public Order and other Social Code Offences,40,Southern Region,Number,6276.0
RCD06C03,Detected crimes,2021,2021,13,Public Order and other Social Code Offences,IE0,State,Number,24245.0
RCD06C03,Detected crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,3771.0
RCD06C03,Detected crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,1023.0
RCD06C03,Detected crimes,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,1224.0
